0E0 0.572801 0.560251
1E0 0.771474 0.33092
2E0 0.886408 0.258427
3E0 0.752845 0.168141
4E0 0.860023 0.25542
5E0 0.860023 0.25542
6E0 0.787947 0.0978643
7E0 0.622268 0.254586
8E0 0.867324 0.393704
9E0 1.04075 0.427651
10E0 1.23377 0.355578
11E0 1.10049 0.356339
12E0 0.947917 0.267481
13E0 0.994702 0.0753395
14E0 1.0684 -0.0131831
15E0 0.847542 0.0009362
16E0 0.743684 -0.130062
17E0 0.542107 -0.276537
18E0 0.659174 -0.240989
19E0 0.610952 -0.0191402
20E0 0.372643 0.0826586
21E0 0.178523 0.150097
22E0 0.372667 0.197242
23E0 0.622147 0.176985
24E0 0.676206 0.0931407
25E0 0.761568 -0.0662806
26E0 0.969421 -0.276268
27E0 1.10974 -0.414339
28E0 1.32714 -0.200475
29E0 1.48285 -0.14851
30E0 1.32323 -0.0625155
31E0 1.39062 0.0847122
32E0 1.3268 -0.083364
33E0 1.19244 -0.12632
34E0 1.19244 -0.12632
35E0 1.19114 -0.192077
36E0 1.21528 -0.0678775
37E0 1.21178 -0.0206261
38E0 1.07393 -0.0678695
39E0 1.10264 -0.317613
40E0 1.09058 -0.349795
41E0 1.31234 -0.234436
42E0 1.16838 -0.237114
43E0 1.15619 -0.197748
44E0 0.966491 -0.165048
45E0 0.966491 -0.165048
46E0 0.83333 -0.376285
47E0 0.630092 -0.169704
48E0 0.795462 -0.144428
49E0 0.70879 -0.106038
50E0 0.527043 -0.101379
51E0 0.431581 -0.343156
52E0 0.372132 -0.352624
53E0 0.21719 -0.455431
54E0 0.305292 -0.369636
55E0 0.129731 -0.194785
56E0 0.00621709 -0.329398
57E0 -0.238711 -0.567265
58E0 -0.0965916 -0.751545
59E0 0.146996 -0.895205
60E0 0.236081 -1.02308
61E0 0.284654 -1.09218
62E0 0.121757 -0.985954
63E0 0.01871 -1.0809
64E0 -0.187776 -1.04017
65E0 -0.0636684 -1.152
66E0 -0.0636684 -1.152
67E0 -0.0636684 -1.152
68E0 0.0208407 -1.22103
69E0 -0.175217 -1.38713
70E0 -0.163062 -1.42379
71E0 -0.1627 -1.40759
72E0 -0.0542211 -1.52312
73E0 0.0576921 -1.50287
74E0 0.110912 -1.53595
75E0 0.175962 -1.68131
76E0 0.0186407 -1.91944
77E0 0.0389635 -2.15133
78E0 0.132445 -1.9285
79E0 -0.0630481 -2.093
80E0 -0.0793681 -2.09396
81E0 -0.0793681 -2.09396
82E0 -0.0874622 -1.99723
83E0 -0.0874622 -1.99723
84E0 -0.306371 -1.79774
85E0 -0.382551 -1.78406
86E0 -0.382551 -1.78406
87E0 -0.448459 -1.63406
88E0 -0.448459 -1.63406
89E0 -0.448459 -1.63406
90E0 -0.263204 -1.83075
91E0 -0.092769 -1.59228
92E0 0.122044 -1.71456
93E0 0.130552 -1.60991
94E0 0.0439442 -1.76674
95E0 0.13144 -1.97371
96E0 0.166273 -1.9241
97E0 -0.0656832 -2.0552
98E0 -0.0656832 -2.0552
99E0 -0.162612 -1.92846
100E0 0.0141176 -1.89279
101E0 0.0741249 -1.80843
102E0 0.00818081 -1.77041
103E0 -0.0149705 -1.73661
104E0 -0.0149705 -1.73661
105E0 -0.240116 -1.84915
106E0 -0.255393 -1.7093
107E0 -0.255393 -1.7093
108E0 -0.069568 -1.77274
109E0 -0.069568 -1.77274
110E0 0.142826 -2.01023
111E0 -0.0732958 -2.03091
112E0 -0.0790339 -2.11885
113E0 -0.306529 -2.12608
114E0 -0.481747 -1.98571
115E0 -0.481747 -1.98571
116E0 -0.481747 -1.98571
117E0 -0.260312 -2.15553
118E0 -0.260312 -2.15553
119E0 -0.0844233 -2.27848
120E0 -0.147396 -2.43678
121E0 -0.123211 -2.52427
122E0 -0.272758 -2.56819
123E0 -0.333369 -2.46868
124E0 -0.1737 -2.37349
125E0 0.0147434 -2.25518
126E0 0.230841 -2.29631
127E0 0.0087146 -2.52233
128E0 0.116968 -2.5341
129E0 0.0382484 -2.39274
130E0 0.0303981 -2.4133
131E0 -0.0358546 -2.4967
132E0 0.0282779 -2.377
133E0 0.0282779 -2.377
134E0 0.0282779 -2.377
135E0 -0.0458086 -2.42956
136E0 -0.221325 -2.2798
137E0 -0.221325 -2.2798
138E0 -0.221325 -2.2798
139E0 0.0217848 -2.25182
140E0 -0.0168354 -2.4152
141E0 0.201918 -2.56127
142E0 -0.036897 -2.51116
143E0 0.0265823 -2.51617
144E0 0.174225 -2.31414
145E0 0.0899989 -2.5282
146E0 0.0945169 -2.55282
