20000E4 2.2521
20001E4 1.3524
20002E4 1.10056
20003E4 -2.46685
20004E4 1.35248
20005E4 -0.771555
20006E4 0.0936108
20007E4 -3.06048
20008E4 -2.95987
20009E4 -0.377043
20010E4 -2.32836
20011E4 -2.21548
20012E4 -0.689276
20013E4 -1.76899
20014E4 -1.40454
20015E4 -0.471535
20016E4 -1.81509
20017E4 -0.756982
20018E4 -1.77068
20019E4 -3.36025
20020E4 -3.53502
20021E4 0.559491
20022E4 0.359449
20023E4 -1.22749
20024E4 1.23146
20025E4 -0.949676
20026E4 -0.185145
20027E4 1.19168
20028E4 1.19643
20029E4 1.57707
20030E4 -3.19328
20031E4 -2.90236
20032E4 0.135221
20033E4 1.27358
20034E4 -0.928448
20035E4 0.806005
20036E4 -2.33879
20037E4 -2.59834
20038E4 0.251905
20039E4 -3.57014
20040E4 0.448843
20041E4 -1.60943
20042E4 -0.784611
20043E4 3.09635
20044E4 0.0334054
20045E4 -0.759668
20046E4 0.838208
20047E4 -1.9563
20048E4 -3.67437
20049E4 -2.09305
20050E4 -1.73307
20051E4 0.545319
20052E4 -0.704271
20053E4 -2.99571
20054E4 0.641543
20055E4 -1.62763
20056E4 1.10061
20057E4 2.11699
20058E4 -2.82202
20059E4 -1.80981
20060E4 -2.7699
20061E4 2.94843
20062E4 -1.18884
20063E4 0.803464
20064E4 -3.2692
20065E4 -1.16803
20066E4 -3.31544
20067E4 3.52683
20068E4 0.833861
20069E4 -0.328888
20070E4 1.46506
20071E4 -0.324234
20072E4 -0.716476
20073E4 0.367259
20074E4 -2.0037
20075E4 -1.36467
20076E4 -0.473026
20077E4 1.46977
20078E4 -0.255024
20079E4 -0.622627
20080E4 -3.13767
20081E4 3.1769
20082E4 -3.31801
20083E4 0.675341
20084E4 0.723062
20085E4 -2.40179
20086E4 0.697187
20087E4 -1.73494
20088E4 2.31488
20089E4 -4.22688
20090E4 -0.0645591
20091E4 -2.2211
20092E4 -1.2912
20093E4 0.181886
20094E4 -2.98673
20095E4 -0.644581
20096E4 0.748059
20097E4 3.25189
20098E4 -0.329285
20099E4 -3.53362
20100E4 2.38197
20101E4 -2.65289
20102E4 0.883367
20103E4 -1.90567
20104E4 -4.13515
20105E4 -4.37304
20106E4 -0.310391
20107E4 -3.72254
20108E4 -0.359094
20109E4 -2.74259
